titulo,tipo_principal,tipo_detalhado,gravidade,validado,tipo_corrigido,observacoes
Corpo de homem em estado avançado de putrefação é encontrado em kitnet no bairro Jorge Teixeira,Esfaqueamento,Lesão com instrumento cortante,alta,NA,Esfaqueamento,NA
Investigador é afastado após denúncias de abuso sexual em São Gabriel da Cachoeira,Abuso Sexual,Abuso sexual consumado,muito alta,NA,Abuso Sexual,NA
Homem é preso com mais de 600 munições e drogas na zona Leste de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Ex-presidiário é executado com 11 tiros na Compensa em Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Adolescente é apreendido por furtos e roubos em Iranduba,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Moradora acusa tenente do Corpo de Bombeiros de agressão em condomínio,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Mulher é presa por alugar carros de luxo para abordar homens na rua e furtar objetos de valor,Agressão com Objeto,Lesão com instrumento contundente,alta,NA,Agressão com Objeto,NA
Operação desarticula grupo criminoso envolvido em “Tribunal do Crime” em Tefé,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Tripulante de ferry boat é preso com 18 tabletes de cocaína no interior do AM,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Carauari, Polícias Civil e Militar prendem homem em flagrante pelo crime de tortura",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Sargento da PM é esfaqueada durante tentativa de latrocínio na Zona Oeste,Latrocínio,Roubo seguido de morte,extrema,NA,Latrocínio,NA
Polícia prende homem por violência doméstica no Coroado,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso por tentativa de homicídio em bar na Zona Leste,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Suspeito de roubo à cafeteria é preso em Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
"Ordem para matar traficante em shopping veio do Rio de Janeiro, diz polícia",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Polícia alerta sobre medidas preventivas contra golpes virtuais com links e arquivos em ZIP,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia prende dois suspeitos e procura terceiro envolvido em assassinato em shopping de Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Trio é preso com arma no Centro de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Mulher amazonense é assassinada a facadas dentro de casa, no Mato Grosso",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem suspeito de tentar estuprar adolescente em Manaus é preso em Santa Catarina,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Após perseguição, polícia prende suspeito de assalto próximo à Bola da Suframa",Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
"Casal é preso em Manaus por assassinar, esquartejar e queimar corpo de um homem em Rondônia",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
PM apreende 232 tabletes de entorpecentes escondidas em pneu de carreta na avenida das Torres,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso por tentativa de latrocínio na Zona Leste de Manaus,Latrocínio,Roubo seguido de morte,extrema,NA,Latrocínio,NA
"Em ação violenta, dupla faz assalto em café na Chapada",Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Homem que assassinou a esposa em Manaus em 2017 é preso em SP,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Polícia divulga imagem de casal procurado por roubo a ônibus da linha 560,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Traficante com dois mandados de prisão e fugitivo da Justiça é preso na zona norte de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Adolescente que assassinou e esquartejou os irmãos era o responsável por cuidar das crianças,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Em menos de 24 horas, quatro homens são presos em Manaus por agressões contra companheiras",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em ações da PRF, dois homens são presos por não pagarem as pensões alimentícias dos filhos",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia prende homem por violência doméstica e perseguição à ex-companheira em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia prende homem que agrediu adolescente com martelo em tentativa de roubo em Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
"Jovem é preso por tráfico de drogas em área conhecida como 'Buracão', na zona Leste de Manaus",Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Adolescente é vítima de marteladas em tentativa de assalto; suspeito foi preso,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
"Corpo é encontrado em área de mata no bairro Aleixo, em Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso no aeroporto de Manaus tentando embarcar com 15 de drogas para SP,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PC-AM apreende adolescente por atos infracionais análogos aos crimes de ameaça e homicídio,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Em Eirunepé, Polícia Civil do Amazonas prende foragido da Justiça por tráfico de drogas",Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Operação Brinquedo: Polícia Civil fiscaliza e autua lojas de brinquedos em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Civil prende 59 pessoas por inadimplência de pensão alimentícia em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso com escopeta e submetralhadora em Iranduba,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Adolescente suspeito de assassinar e esquartejar os irmãos é transferido para Parintins,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Xuruca do Japiim, um dos líderes do Comando Vermelho em Manaus, é assassinado em Santa Catarina",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Mulher é presa por se passar por servidora pública e aplicar golpes em restaurantes de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Jovem é preso após matar e esquartejar os irmãos de 2 e 5 anos, em comunidade de Barreirinha",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Polícia Civil e Procon realizam fiscalização para coibir venda de bebidas adulteradas na zona leste,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Corregedoria do TJAM investiga caso de violência contra preso no interior do AM,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Trio é suspeito de tirar homem de bar e executa-lo a tiros no zona norte,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PC prende homem por lesão corporal e descumprimento de medida protetiva em favor da ex-companheira,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso após agredir ex-companheira usando fio de ar-condicionado no bairro Alvorada,Agressão Doméstica,Violência doméstica com lesão corporal,alta,NA,Agressão Doméstica,NA
Homem é preso por agredir ex-companheira com fio de ar-condicionado no Alvorada,Agressão Doméstica,Violência doméstica com lesão corporal,alta,NA,Agressão Doméstica,NA
Polícia investiga caso de tortura contra detento dentro de delegacia no interior do AM,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia desarticula organização criminosa que atuava no tráfico de drogas em Caapiranga,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Ação da PM na Manaus Moderna termina com prisão por tráfico e viatura danificada por criminosos,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Fugitivo da justiça que matou homem por causa de R$ 10 é recapturado no Alvorada II,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
PF deflagra ação contra abuso sexual de crianças no AM e em mais 15 estados,Abuso Sexual,Abuso sexual consumado,muito alta,NA,Abuso Sexual,NA
Vereador Rosinaldo Bual será ouvido pela primeira vez após prisão na Xeque-Mate,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia prende homem por descumprimento de medida protetiva e ameaça de morte contra ex-companheira,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Avião cai em rio do interior do AM e polícia aponta o piloto como traficante,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Músico é baleado em ação de pistoleiros na zona norte de Manaus,Acerto de Contas,Execução por disputa/vingança,extrema,NA,Acerto de Contas,NA
Corpo de homem é encontrado dentro de área de mata no bairro Ponta Negra,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Operação Xeque-Mate desarticula esquema de lavagem de dinheiro do Comando Vermelho,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Corpo de homem é encontrado em meio ao lixo em igarapé no Parque Dez,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Homem é preso por roubo, tráfico de drogas, corrupção de menores e crime ambiental no interior do AM",Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Polícia apreende mais de 22 kg de drogas e prende suspeito por tráfico de drogas em Barcelos,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Polícia cumpre mandado na casa de secretário investigado por atividades criminosas em Envira,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Corpo é encontrado dentro de lixeira no Centro, em Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso em Tefé após esfaquear jovem que tentou defender criança de agressão,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"“Cansei de apanhar na rua”, diz mulher que matou marido após anos de agressões em Manacapuru",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
